"RECORDID"	"ONEPERID"	"ONEPERFLAG"	"ORGFLAG"	"GROUPFLAG"	"EBDFFLAG"	"MASTERRECORDID"
"C7O0006283"	"C7O0006283"	"1"	""	""	"1"	"MR45199881"
"C7O0006321"	"C7O0006321"	"1"	""	""	""	"MR45270882"
"C7O0006339"	"C7O0006339"	"1"	""	""	"1"	"MR45270883"
"C7O0006365"	"C7O0006365"	"1"	""	""	"1"	"MR45111146"
"C7O0006447"	"C7O0006447"	"1"	""	""	""	"MR45270925"
"C7O0006450"	"C7O0006450"	"1"	""	""	"1"	"MR45270936"
"C7O0006497"	"C7O0006497"	"1"	""	""	""	"MR45109718"
"C7O0006498"	"C7O0006498"	"1"	""	""	""	"MR44958477"
"C7O0006517"	"C7O0006517"	"1"	""	""	""	"MR44977983"
"C7O0006549"	"C7O0006549"	"1"	""	""	"1"	"MR45007376"
"C7O0006599"	"C7O0006599"	"1"	""	""	"1"	"MR45270884"
"C7O0006602"	"C7O0006602"	"1"	""	""	""	"MR45270960"
"C7O0006605"	"C7O0006605"	"1"	""	""	""	"MR44793840"
"C7O0006645"	"C7O0006645"	"1"	""	""	"1"	"MR31890827"
"C7O0006698"	"C7O0006698"	"1"	""	""	"1"	"N0000N4T7B"
"C7O0006721"	"C7O0006721"	"1"	""	""	"1"	"MR45270968"
"C7O0006762"	"C7O0006762"	"1"	""	""	"1"	"MR17730569"
"C7O0006820"	"C7O0006820"	"1"	""	""	""	"MR44950797"
"C7O0006832"	"C7O0006832"	"1"	""	""	"1"	"MR45135091"
"C7O0007000"	"C7O0007000"	"1"	""	""	"1"	"MR45006969"
"C7O0007032"	"C7O0007032"	"1"	""	""	"1"	"MR20894776"
"C7O0007033"	"C7O0007033"	"1"	""	""	""	"MR39273854"
"C7O0007063"	"C7O0007063"	"1"	""	""	"1"	"MA08274341"
"C7O0007180"	"C7O0007180"	"1"	""	""	""	"MR45270257"
"C7O0007195"	"C7O0007195"	"1"	""	""	"1"	"MR44996935"
"C7O0007254"	"C7O0007254"	"1"	""	""	""	"MA11133684"
"C7O0007279"	"C7O0007279"	"1"	""	""	""	"MR45130797"
"C7O0007324"	"C7O0007324"	"1"	""	""	"1"	"MR03766386"
"C7O0007329"	"C7O0007329"	"1"	""	""	"1"	"MR24467918"
"C7O0007447"	"C7O0007447"	"1"	""	""	""	"MR44964383"
"C7O0007462"	"C7O0007462"	"1"	""	""	""	"MR45270974"
"C7O0007491"	"C7O0007491"	"1"	""	""	"1"	"MR45270943"
"C7U0004697"	"C7U0004697"	"1"	""	""	"1"	"MR45184338"
"C7U0004769"	"C7U0004769"	"1"	""	""	"1"	"MR45270342"
"C7U0004841"	"C7U0004841"	"1"	""	""	""	"MR45145854"
"C7U0005180"	"C7U0005180"	"1"	""	""	""	"MR45270856"
"C7U0005299"	"C7U0005299"	"1"	""	""	""	"MR45033501"
"C7U0005341"	"C7U0005341"	"1"	""	""	"1"	"MA11239357"
"C7U0005360"	"C7U0005360"	"1"	""	""	""	"MR38167094"
"C7U0005404"	"C7U0005404"	"1"	""	""	"1"	"MR45147958"
"C7U0005466"	"C7U0005466"	"1"	""	""	""	"MR45270349"
"C7U0005479"	"C7U0005479"	"1"	""	""	"1"	"MR45098781"
"C7U0005513"	"C7U0005513"	"1"	""	""	"1"	"MF00164954"
"C7U0005633"	"C7U0005633"	"1"	""	""	"1"	"MR45270861"
"C7U0005651"	"C7U0005651"	"1"	""	""	"1"	"MR45084102"
"C7U0005710"	"C7U0005710"	"1"	""	""	"1"	"MR45077836"
"C7U0005780"	"C7U0005780"	"1"	""	""	""	"MR39075840"
"C7U0005824"	"C7U0005824"	"1"	""	""	""	"MR45178524"
"C7U0005837"	"C7U0005837"	"1"	""	""	""	"MR45270966"
"C7U0005847"	"C7U0005847"	"1"	""	""	""	"MR45128532"
"C7U0005897"	"C7U0005897"	"1"	""	""	""	"MR45145924"
"C7U0005928"	"C7U0005928"	"1"	""	""	"1"	"MR23019714"
"C7U0006004"	"C7U0006004"	"1"	""	""	"1"	"MA11003269"
"C7U0006028"	"C7U0006028"	"1"	""	""	"1"	"MR45142027"
"C7U0006041"	"C7U0006041"	"1"	""	""	"1"	"MR44967416"
"C7U0006042"	"C7U0006042"	"1"	""	""	""	"MR45162335"
"C7U0006052"	"C7U0006052"	"1"	""	""	"1"	"MR31540396"
"C7U0006083"	"C7U0006083"	"1"	""	""	""	"MR45047224"
"C7U0006270"	"C7U0006270"	"1"	""	""	"1"	"MR45033187"
"C7U0006332"	"C7U0006332"	"1"	""	""	"1"	"MA08691063"
"C7U0006338"	"C7U0006338"	"1"	""	""	""	"MR41787221"
"C7U0006397"	"C7U0006397"	"1"	""	""	"1"	"MR45021219"
"C7U0006410"	"C7U0006410"	"1"	""	""	""	"MR45270952"
"C7U0006445"	"C7U0006445"	"1"	""	""	""	"MR45135273"
"C7U0006458"	"C7U0006458"	"1"	""	""	""	"MR45066691"
"C7U0006490"	"C7U0006490"	"1"	""	""	"1"	"MR45270909"
"C7U0006606"	"C7U0006606"	"1"	""	""	"1"	"MR45075106"
"C7U0006619"	"C7U0006619"	"1"	""	""	"1"	"N0000WSKEI"
"C7U0006634"	"C7U0006634"	"1"	""	""	""	"MR45105126"
"C7U0006643"	"C7U0006643"	"1"	""	""	"1"	"MA08339256"
"C7U0006765"	"C7U0006765"	"1"	""	""	""	"MR45044992"
"C7U0006832"	"C7U0006832"	"1"	""	""	""	"MR45270969"
"C7U0006887"	"C7U0006887"	"1"	""	""	""	"MR45162340"
"C7U0006948"	"C7U0006948"	"1"	""	""	""	"MR45028867"
"C7U0006973"	"C7U0006973"	"1"	""	""	""	"MR45109710"
"C7U0006997"	"C7U0006997"	"1"	""	""	""	"MR45087312"
"C7U0007038"	"C7U0007038"	"1"	""	""	"1"	"MF09639980"
"C7U0007094"	"C7U0007094"	"1"	""	""	"1"	"MR45078087"
"C7U0007131"	"C7U0007131"	"1"	""	""	""	"MR44976821"
"C7U0007223"	"C7U0007223"	"1"	""	""	""	"MR44997340"
"C7U0007418"	"C7U0007418"	"1"	""	""	"1"	"MR44951955"
"C7U0008019"	"C7U0008019"	"1"	""	""	""	"MR45067312"
"C7U0029217"	"C7U0029217"	"1"	""	""	""	"MR45270872"
"C7U0114186"	"C7U0114186"	"1"	""	""	""	"MR44963741"
"C7U0264493"	"C7U0264493"	"1"	""	""	""	"MR01406270"
"C7U0325608"	"C7U0325608"	"1"	""	""	""	"MR10853316"
"C7U0337868"	"C7U0337868"	"1"	""	""	"1"	"MR45271000"
"C860004967"	"C860004967"	"1"	""	""	"1"	"MB15301835"
"C860005071"	"C860005071"	"1"	""	""	""	"MR45586954"
"C860005124"	"C860005124"	"1"	""	""	""	"MR46263060"
"C860005190"	"C860005190"	"1"	""	""	""	"MR46256848"
"C860005223"	"C860005223"	"1"	""	""	"1"	"MR44769784"
"C860005404"	"C860005404"	"1"	""	""	"1"	"MR45709407"
"C860005424"	"C860005424"	"1"	""	""	"1"	"MR45533646"
"C860005442"	"C860005442"	"1"	""	""	"1"	"MR45575504"
"C860005473"	"C860005473"	"1"	""	""	"1"	"MR45599114"
"C860005509"	"C860005509"	"1"	""	""	"1"	"MR45502619"
"C860005555"	"C860005555"	"1"	""	""	""	"MR46341875"
"C860005588"	"C860005588"	"1"	""	""	"1"	"MR45432871"
"C860005599"	"C860005599"	"1"	""	""	""	"MR46091269"
"C860005638"	"C860005638"	"1"	""	""	"1"	"MR45629441"
"C860005654"	"C860005654"	"1"	""	""	""	"MR46296969"
"C860005696"	"C860005696"	"1"	""	""	"1"	"MR37287687"
"C860005702"	"C860005702"	"1"	""	""	"1"	"MR23728519"
"C860005750"	"C860005750"	"1"	""	""	""	"MR45501139"
"C860005818"	"C860005818"	"1"	""	""	"1"	"MR45657563"
"C860005837"	"C860005837"	"1"	""	""	""	"MR45370331"
"C860005921"	"C860005921"	"1"	""	""	"1"	"MR45862013"
"C860005969"	"C860005969"	"1"	""	""	"1"	"MR45545378"
"C860005970"	"C860005970"	"1"	""	""	"1"	"MR45629767"
"C860005998"	"C860005998"	"1"	""	""	""	"MA11070622"
"C860006315"	"C860006315"	"1"	""	""	""	"MR46106763"
"C860006317"	"C860006317"	"1"	""	""	"1"	"MA08845703"
"C860006350"	"C860006350"	"1"	""	""	""	"MR46494513"
"C860006458"	"C860006458"	"1"	""	""	"1"	"MR45586975"
"C860006531"	"C860006531"	"1"	""	""	"1"	"MR45439363"
"C860006593"	"C860006593"	"1"	""	""	"1"	"MR45833878"
"C860006674"	"C860006674"	"1"	""	""	""	"MR45919439"
"C860006806"	"C860006806"	"1"	""	""	""	"MR45919534"
"C860006850"	"C860006850"	"1"	""	""	"1"	"MR45456661"
"C860006921"	"C860006921"	"1"	""	""	"1"	"MR46260420"
"C860007298"	"C860007298"	"1"	""	""	""	"MR45412848"
"C860007385"	"C860007385"	"1"	""	""	"1"	"MA11070548"
"C860007840"	"C860007840"	"1"	""	""	""	"MA11481955"
"C8D0007150"	"C8D0007150"	"1"	""	""	""	"MA08403527"
"C8D0007217"	"C8D0007217"	"1"	""	""	""	"MR45421818"
"C8D0007500"	"C8D0007500"	"1"	""	""	""	"MR45368016"
"C8D0007666"	"C8D0007666"	"1"	""	""	"1"	"MR01488506"
"C8D0007780"	"C8D0007780"	"1"	""	""	"1"	"MR26687163"
"C8D0007792"	"C8D0007792"	"1"	""	""	""	"MR45587176"
"C8D0007798"	"C8D0007798"	"1"	""	""	"1"	"MR45586935"
"C8D0007811"	"C8D0007811"	"1"	""	""	"1"	"MR43576090"
"C8D0007852"	"C8D0007852"	"1"	""	""	"1"	"MR18354115"
"C8D0007855"	"C8D0007855"	"1"	""	""	"1"	"MF06154627"
"C8D0007873"	"C8D0007873"	"1"	""	""	"1"	"MR45586988"
"C8D0007895"	"C8D0007895"	"1"	""	""	""	"MA11606246"
"C8D0008052"	"C8D0008052"	"1"	""	""	""	"MR45398922"
"C8D0008065"	"C8D0008065"	"1"	""	""	"1"	"MA11449030"
"C8D0008129"	"C8D0008129"	"1"	""	""	"1"	"MA11216534"
"C8D0008150"	"C8D0008150"	"1"	""	""	"1"	"MA11473246"
"C8D0008155"	"C8D0008155"	"1"	""	""	""	"MR45383586"
"C8D0008158"	"C8D0008158"	"1"	""	""	"1"	"MR45452157"
"C8D0008196"	"C8D0008196"	"1"	""	""	"1"	"MR45587029"
"C8D0008214"	"C8D0008214"	"1"	""	""	"1"	"MR19833595"
"C8D0008257"	"C8D0008257"	"1"	""	""	""	"MR45501131"
"C8D0008259"	"C8D0008259"	"1"	""	""	""	"MR45313670"
"C8D0008267"	"C8D0008267"	"1"	""	""	""	"MR00129285"
"C8D0008345"	"C8D0008345"	"1"	""	""	""	"MR45586260"
"C8D0008398"	"C8D0008398"	"1"	""	""	"1"	"MR45441266"
"C8D0008400"	"C8D0008400"	"1"	""	""	""	"MR45419735"
"C8D0008405"	"C8D0008405"	"1"	""	""	""	"MR45501148"
"C8D0008407"	"C8D0008407"	"1"	""	""	""	"MR45430084"
"C8D0008422"	"C8D0008422"	"1"	""	""	""	"MR45586939"
"C8D0008423"	"C8D0008423"	"1"	""	""	""	"MR45336056"
"C8D0008433"	"C8D0008433"	"1"	""	""	""	"MR04433036"
"C8D0008440"	"C8D0008440"	"1"	""	""	""	"MR40161892"
"C8D0008441"	"C8D0008441"	"1"	""	""	""	"MR45305916"
"C8D0008459"	"C8D0008459"	"1"	""	""	""	"MR45455996"
"C8D0008474"	"C8D0008474"	"1"	""	""	"1"	"MR45444264"
"C8D0008484"	"C8D0008484"	"1"	""	""	"1"	"MR19172621"
"C8D0008487"	"C8D0008487"	"1"	""	""	"1"	"MR22201418"
"C8D0008520"	"C8D0008520"	"1"	""	""	""	"MR43279904"
"C8D0008527"	"C8D0008527"	"1"	""	""	""	"MR42391010"
"C8D0008529"	"C8D0008529"	"1"	""	""	""	"MR45586938"
"C8D0008530"	"C8D0008530"	"1"	""	""	""	"MA11035986"
"C8D0008535"	"C8D0008535"	"1"	""	""	""	"MR45410223"
"C8D0008545"	"C8D0008545"	"1"	""	""	"1"	"MR45587180"
"C8D0008554"	"C8D0008554"	"1"	""	""	""	"MR45490221"
"C8D0008572"	"C8D0008572"	"1"	""	""	""	"MR45488359"
"C8D0008590"	"C8D0008590"	"1"	""	""	""	"MR45501121"
"C8D0008610"	"C8D0008610"	"1"	""	""	""	"MR45344803"
"C8D0008617"	"C8D0008617"	"1"	""	""	"1"	"MA11028883"
"C8D0008628"	"C8D0008628"	"1"	""	""	""	"MR45586983"
"C8D0008638"	"C8D0008638"	"1"	""	""	"1"	"MR43089354"
"C8D0008670"	"C8D0008670"	"1"	""	""	"1"	"MR45355792"
"C8D0008673"	"C8D0008673"	"1"	""	""	"1"	"MR45501145"
"C8D0008679"	"C8D0008679"	""	""	"1"	"1"	"MA11451608"
"C8D0008692"	"C8D0008692"	"1"	""	""	"1"	"MR45587034"
"C8D0008693"	"C8D0008693"	"1"	""	""	""	"MR45586992"
"C8D0008697"	"C8D0008697"	"1"	""	""	"1"	"MR45587035"
"C8D0008727"	"C8D0008727"	"1"	""	""	"1"	"MR45392687"
"C8D0008742"	"C8D0008742"	"1"	""	""	""	"MR45304825"
"C8D0008754"	"C8D0008754"	"1"	""	""	"1"	"MR45587011"
"C8D0008759"	"C8D0008759"	"1"	""	""	""	"MR45586926"
"C8D0008786"	"C8D0008786"	"1"	""	""	"1"	"MR45587172"
"C8D0008800"	"C8D0008800"	"1"	""	""	""	"MR45587174"
"C8D0008815"	"C8D0008815"	"1"	""	""	"1"	"MR02736974"
"C8D0008831"	"C8D0008831"	"1"	""	""	"1"	"MR45501162"
"C8D0008833"	"C8D0008833"	"1"	""	""	"1"	"MR45417273"
"C8D0008834"	"C8D0008834"	"1"	""	""	""	"MR45477544"
"C8D0008852"	"C8D0008852"	"1"	""	""	""	"MR45322902"
"C8D0008867"	"C8D0008867"	"1"	""	""	"1"	"MR45490222"
"C8D0008873"	"C8D0008873"	"1"	""	""	""	"MR45501147"
"C8D0008878"	"C8D0008878"	"1"	""	""	"1"	"MR00398389"
"C8D0008912"	"C8D0008912"	"1"	""	""	""	"MR45586256"
"C8D0008929"	"C8D0008929"	"1"	""	""	""	"MR45302006"
"C8D0008940"	"C8D0008940"	"1"	""	""	""	"MR45501009"
"C8D0008958"	"C8D0008958"	"1"	""	""	""	"MR45362410"
"C8D0008964"	"C8D0008964"	"1"	""	""	""	"MR45412150"
"C8D0009028"	"C8D0009028"	"1"	""	""	"1"	"MR45313082"
"C8D0009037"	"C8D0009037"	"1"	""	""	""	"MR45343045"
"C8D0009045"	"C8D0009045"	"1"	""	""	"1"	"MR45586984"
"C8D0009065"	"C8D0009065"	"1"	""	""	""	"MR45417644"
"C8D0009079"	"C8D0009079"	"1"	""	""	""	"MR45501138"
"C8D0009083"	"C8D0009083"	"1"	""	""	""	"MR45586964"
"C8D0009088"	"C8D0009088"	"1"	""	""	""	"MR45452528"
"C8D0009093"	"C8D0009093"	"1"	""	""	""	"MR45586956"
"C8D0009097"	"C8D0009097"	"1"	""	""	""	"MR45389869"
"C8D0009106"	"C8D0009106"	"1"	""	""	""	"MR45501123"
"C8D0009115"	"C8D0009115"	"1"	""	""	""	"MR45437106"
"C8D0009124"	"C8D0009124"	"1"	""	""	""	"MR45362411"
"C8D0009133"	"C8D0009133"	"1"	""	""	"1"	"MA11091332"
"C8D0009144"	"C8D0009144"	"1"	""	""	""	"MR45364010"
"C8D0009153"	"C8D0009153"	"1"	""	""	""	"MR45333101"
"C8D0009159"	"C8D0009159"	"1"	""	""	""	"MR45501130"
"C8D0009160"	"C8D0009160"	"1"	""	""	""	"MR45339227"
"C8D0009171"	"C8D0009171"	"1"	""	""	"1"	"MR45424340"
"C8D0009211"	"C8D0009211"	"1"	""	""	""	"MR45427375"
"C8D0009221"	"C8D0009221"	"1"	""	""	"1"	"MR45505270"
"C8D0009223"	"C8D0009223"	"1"	""	""	""	"MA11239919"
"C8D0009224"	"C8D0009224"	"1"	""	""	"1"	"MR34225179"
"C8D0009229"	"C8D0009229"	"1"	""	""	""	"MR45470417"
"C8D0009285"	"C8D0009285"	"1"	""	""	""	"MR45358459"
"C8D0009290"	"C8D0009290"	"1"	""	""	""	"MR45386255"
"C8D0009303"	"C8D0009303"	"1"	""	""	""	"MR45414149"
"C8D0009332"	"C8D0009332"	"1"	""	""	""	"MR45304563"
"C8D0009370"	"C8D0009370"	"1"	""	""	"1"	"MF09580894"
"C8D0009415"	"C8D0009415"	"1"	""	""	"1"	"MF07818252"
"C8D0009479"	"C8D0009479"	"1"	""	""	"1"	"MR45586994"
"C8D0009488"	"C8D0009488"	"1"	""	""	""	"MR45510409"
"C8D0009516"	"C8D0009516"	"1"	""	""	"1"	"MA11007259"
"C8D0009529"	"C8D0009529"	"1"	""	""	"1"	"MR19833461"
"C8D0009549"	"C8D0009549"	"1"	""	""	""	"MR45395051"
"C8D0009604"	"C8D0009604"	"1"	""	""	"1"	"MR45454491"
"C8D0009632"	"C8D0009632"	"1"	""	""	""	"MR45501144"
"C8D0009666"	"C8D0009666"	"1"	""	""	""	"MR45356209"
"C8D0009673"	"C8D0009673"	"1"	""	""	""	"MR45381570"
"C8D0009684"	"C8D0009684"	"1"	""	""	""	"MR45464797"
"C8D0009691"	"C8D0009691"	""	""	"1"	"1"	"MA08386726"
"C8D0009702"	"C8D0009702"	"1"	""	""	""	"MR45379362"
"C8D0009720"	"C8D0009720"	"1"	""	""	""	"MR45403529"
"C8D0009727"	"C8D0009727"	"1"	""	""	""	"MR45155181"
"C8D0009748"	"C8D0009748"	"1"	""	""	"1"	"MR45587002"
"C8D0009771"	"C8D0009771"	"1"	""	""	"1"	"MR15997060"
"C8D0009783"	"C8D0009783"	"1"	""	""	""	"MR45352738"
"C8D0009789"	"C8D0009789"	"1"	""	""	""	"MR45473593"
"C8D0009833"	"C8D0009833"	"1"	""	""	""	"MR45415169"
"C8D0009928"	"C8D0009928"	"1"	""	""	""	"MR45392202"
"C8D0010026"	"C8D0010026"	"1"	""	""	"1"	"MR45330504"
"C8D0010035"	"C8D0010035"	"1"	""	""	"1"	"MR45501124"
"C8D0010216"	"C8D0010216"	"1"	""	""	""	"MR45586257"
"C8D0010268"	"C8D0010268"	"1"	""	""	""	"MR45420725"
"C8D0010661"	"C8D0010661"	"1"	""	""	""	"MR00414451"
"C8D0142181"	"C8D0142181"	"1"	""	""	""	"MF09145868"
"C8K0004866"	"C8K0004866"	"1"	""	""	"1"	"MR45586348"
"C8K0004974"	"C8K0004974"	"1"	""	""	"1"	"MR45326847"
"C8K0005161"	"C8K0005161"	"1"	""	""	""	"MR45334169"
"C8K0005367"	"C8K0005367"	"1"	""	""	""	"MA08403137"
"C8K0005385"	"C8K0005385"	"1"	""	""	""	"MR45450616"
"C8K0005399"	"C8K0005399"	"1"	""	""	""	"MA11249500"
"C8K0005473"	"C8K0005473"	"1"	""	""	"1"	"MR22517843"
"C8K0005586"	"C8K0005586"	"1"	""	""	"1"	"MR45377099"
"C8K0005619"	"C8K0005619"	"1"	""	""	""	"MR45318384"
"C8K0005649"	"C8K0005649"	"1"	""	""	""	"MR45458105"
"C8K0005653"	"C8K0005653"	"1"	""	""	""	"MR45447000"
"C8K0005694"	"C8K0005694"	"1"	""	""	""	"MR45477745"
"C8K0005743"	"C8K0005743"	"1"	""	""	"1"	"MR45475913"
"C8K0005745"	"C8K0005745"	"1"	""	""	""	"MR45586986"
"C8K0005761"	"C8K0005761"	"1"	""	""	"1"	"MR45501127"
"C8K0005818"	"C8K0005818"	"1"	""	""	"1"	"MR45450703"
"C8K0005850"	"C8K0005850"	"1"	""	""	""	"MR45586999"
"C8K0005945"	"C8K0005945"	"1"	""	""	"1"	"MR45387975"
"C8K0006006"	"C8K0006006"	"1"	""	""	"1"	"MR45370528"
"C8K0006008"	"C8K0006008"	"1"	""	""	"1"	"MR45467442"
"C8K0006013"	"C8K0006013"	"1"	""	""	""	"MR44688540"
"C8K0006065"	"C8K0006065"	"1"	""	""	""	"MR45586974"
"C8K0006087"	"C8K0006087"	"1"	""	""	"1"	"MA09482815"
"C8K0006099"	"C8K0006099"	"1"	""	""	"1"	"MR45432872"
"C8K0006131"	"C8K0006131"	"1"	""	""	""	"MR45432018"
"C8K0006149"	"C8K0006149"	"1"	""	""	"1"	"MR45443214"
"C8K0006157"	"C8K0006157"	"1"	""	""	"1"	"MR45437817"
"C8K0006218"	"C8K0006218"	"1"	""	""	""	"MR45501137"
"C8K0006307"	"C8K0006307"	"1"	""	""	""	"MR45471691"
"C8K0006316"	"C8K0006316"	"1"	""	""	"1"	"MR45382555"
"C8K0006317"	"C8K0006317"	"1"	""	""	""	"MR45419366"
"C8K0006339"	"C8K0006339"	"1"	""	""	"1"	"MR45325739"
"C8K0006360"	"C8K0006360"	"1"	""	""	""	"MR45501150"
"C8K0006397"	"C8K0006397"	"1"	""	""	""	"MR45471688"
"C8K0006411"	"C8K0006411"	"1"	""	""	""	"MR45363796"
"C8K0006421"	"C8K0006421"	"1"	""	""	"1"	"MR45472097"
"C8K0006441"	"C8K0006441"	"1"	""	""	"1"	"MR45363503"
"C8K0006451"	"C8K0006451"	"1"	""	""	"1"	"MR45380853"
"C8K0006460"	"C8K0006460"	"1"	""	""	""	"MR45501193"
"C8K0006473"	"C8K0006473"	"1"	""	""	""	"MR45586958"
"C8K0006506"	"C8K0006506"	"1"	""	""	"1"	"MA09696638"
"C8K0006523"	"C8K0006523"	"1"	""	""	"1"	"MR45406131"
"C8K0006531"	"C8K0006531"	"1"	""	""	"1"	"MR45316820"
"C8K0006550"	"C8K0006550"	"1"	""	""	""	"MR44521555"
"C8K0006581"	"C8K0006581"	"1"	""	""	"1"	"MR45586930"
"C8K0006657"	"C8K0006657"	"1"	""	""	"1"	"MA08370305"
"C8K0006690"	"C8K0006690"	"1"	""	""	"1"	"MR45360927"
"C8K0006696"	"C8K0006696"	"1"	""	""	""	"MR45419467"
"C8K0006704"	"C8K0006704"	"1"	""	""	"1"	"MR45343974"
"C8K0006723"	"C8K0006723"	"1"	""	""	""	"MR44913318"
"C8K0006735"	"C8K0006735"	"1"	""	""	""	"MR45501153"
"C8K0006799"	"C8K0006799"	"1"	""	""	""	"MR43860998"
"C8K0006822"	"C8K0006822"	"1"	""	""	""	"MR45379961"
"C8K0006873"	"C8K0006873"	"1"	""	""	""	"MR35574448"
"C8K0006928"	"C8K0006928"	"1"	""	""	""	"MA08163912"
"C8K0006950"	"C8K0006950"	"1"	""	""	""	"MR45393190"
"C8K0007067"	"C8K0007067"	"1"	""	""	"1"	"MA09065436"
"C8K0007125"	"C8K0007125"	"1"	""	""	""	"MR45586342"
"C8K0007154"	"C8K0007154"	"1"	""	""	"1"	"MR45586933"
"C8K0007195"	"C8K0007195"	"1"	""	""	"1"	"MF12679056"
"C8K0007317"	"C8K0007317"	"1"	""	""	""	"MR45447001"
"C8K0007462"	"C8K0007462"	"1"	""	""	""	"MR45587009"
"C8K0007601"	"C8K0007601"	"1"	""	""	""	"MR44793853"
"C8K0007766"	"C8K0007766"	"1"	""	""	""	"MR45335303"
"C8K0229168"	"C8K0229168"	"1"	""	""	"1"	"MR31540388"
"C8K0278844"	"C8K0278844"	"1"	""	""	"1"	"MR45270930"
"C8K0281666"	"C8K0281666"	"1"	""	""	""	"MR45456954"
"C8R0005093"	"C8R0005093"	"1"	""	""	"1"	"MA09330995"
"C8R0005255"	"C8R0005255"	"1"	""	""	"1"	"MF09387736"
"C8R0005268"	"C8R0005268"	"1"	""	""	"1"	"MA11127859"
"C8R0005358"	"C8R0005358"	"1"	""	""	"1"	"MF07086588"
"C8R0005397"	"C8R0005397"	"1"	""	""	"1"	"MA11094624"
"C8R0005399"	"C8R0005399"	"1"	""	""	""	"MR45587001"
"C8R0005412"	"C8R0005412"	"1"	""	""	""	"MR32947270"
"C8R0005456"	"C8R0005456"	"1"	""	""	""	"MA08579584"
"C8R0005466"	"C8R0005466"	"1"	""	""	""	"MR45145867"
"C8R0005512"	"C8R0005512"	"1"	""	""	""	"MR45342621"
"C8R0005519"	"C8R0005519"	"1"	""	""	""	"MR45354572"
"C8R0005533"	"C8R0005533"	"1"	""	""	"1"	"MA09331560"
"C8R0005537"	"C8R0005537"	"1"	""	""	""	"MR45426331"
"C8R0005538"	"C8R0005538"	"1"	""	""	"1"	"MA11109194"
"C8R0005557"	"C8R0005557"	"1"	""	""	"1"	"MR40849389"
"C8R0005612"	"C8R0005612"	"1"	""	""	""	"MA11156157"
"C8R0005613"	"C8R0005613"	"1"	""	""	"1"	"MR43224999"
"C8R0005615"	"C8R0005615"	"1"	""	""	""	"MR45586941"
"C8R0005633"	"C8R0005633"	"1"	""	""	""	"MR45528768"
"C8R0005683"	"C8R0005683"	"1"	""	""	""	"MR40996711"
"C8R0005689"	"C8R0005689"	"1"	""	""	""	"MR45587171"
"C8R0005705"	"C8R0005705"	"1"	""	""	""	"MR45145919"
"C8R0005709"	"C8R0005709"	"1"	""	""	"1"	"MR45510845"
"C8R0005746"	"C8R0005746"	"1"	""	""	"1"	"MR45362412"
"C8R0005764"	"C8R0005764"	"1"	""	""	"1"	"MR45436462"
"C8R0005777"	"C8R0005777"	"1"	""	""	""	"MR45098444"
"C8R0005795"	"C8R0005795"	"1"	""	""	""	"MR45307493"
"C8R0005798"	"C8R0005798"	"1"	""	""	""	"MR43860984"
"C8R0005825"	"C8R0005825"	"1"	""	""	"1"	"MR45032618"
"C8R0005853"	"C8R0005853"	"1"	""	""	"1"	"MA11007277"
"C8R0005875"	"C8R0005875"	"1"	""	""	"1"	"MR32836232"
"C8R0005897"	"C8R0005897"	"1"	""	""	"1"	"MR45158886"
"C8R0005921"	"C8R0005921"	"1"	""	""	""	"MR45021813"
"C8R0005932"	"C8R0005932"	"1"	""	""	""	"MR45471756"
"C8R0005944"	"C8R0005944"	"1"	""	""	""	"MR45586949"
"C8R0005951"	"C8R0005951"	"1"	""	""	""	"MR45133600"
"C8R0006009"	"C8R0006009"	"1"	""	""	"1"	"MA11129469"
"C8R0006011"	"C8R0006011"	"1"	""	""	""	"MR45039014"
"C8R0006021"	"C8R0006021"	"1"	""	""	"1"	"MR18257626"
"C8R0006037"	"C8R0006037"	"1"	""	""	"1"	"MF01149135"
"C8R0006064"	"C8R0006064"	"1"	""	""	"1"	"MR45506543"
"C8R0006081"	"C8R0006081"	"1"	""	""	"1"	"MR45353649"
"C8R0006099"	"C8R0006099"	"1"	""	""	"1"	"MR40093368"
"C8R0006114"	"C8R0006114"	"1"	""	""	"1"	"MR44937019"
"C8R0006133"	"C8R0006133"	"1"	""	""	"1"	"MA08654823"
"C8R0006142"	"C8R0006142"	"1"	""	""	"1"	"MR04520897"
"C8R0006144"	"C8R0006144"	"1"	""	""	"1"	"MA11264883"
"C8R0006168"	"C8R0006168"	"1"	""	""	""	"MR45438685"
"C8R0006175"	"C8R0006175"	"1"	""	""	""	"MR45436082"
"C8R0006186"	"C8R0006186"	"1"	""	""	""	"MR45135568"
"C8R0006188"	"C8R0006188"	"1"	""	""	"1"	"MA09291554"
"C8R0006193"	"C8R0006193"	"1"	""	""	""	"MR45302324"
"C8R0006197"	"C8R0006197"	"1"	""	""	""	"MA08842908"
"C8R0006204"	"C8R0006204"	"1"	""	""	"1"	"MR44970659"
"C8R0006222"	"C8R0006222"	"1"	""	""	"1"	"MR45041763"
"C8R0006229"	"C8R0006229"	"1"	""	""	""	"MR45178517"
"C8R0006249"	"C8R0006249"	"1"	""	""	"1"	"MR37241289"
"C8R0006263"	"C8R0006263"	"1"	""	""	"1"	"MD16465539"
"C8R0006281"	"C8R0006281"	"1"	""	""	"1"	"MR37084633"
